device_id,os_type,control_name,expected,found
WIN-46229,Windows,Enable Controlled Folder Access,Enabled,Non-compliant
WIN-46229,Windows,Disable AutoPlay for all drives,Disabled,Non-compliant
WIN-46229,Windows,Disable SMB Signing Not Required,Enabled,Non-compliant
WIN-46229,Windows,Enable Audit of Privilege Use,Enabled,Non-compliant
WIN-46229,Windows,Disable Windows SMBv3 Compression,Disabled,Non-compliant
WIN-61316,Windows,Enforce MFA for User Sign-in,Enforced,Non-compliant
WIN-61316,Windows,Enable Windows Defender Exploit Guard,Enabled,Non-compliant
WIN-61316,Windows,Disable AutoPlay for all drives,Disabled,Non-compliant
WIN-61316,Windows,Enable Windows Update Auto Download & Install,Enabled,Non-compliant
WIN-61316,Windows,Disable Windows Remote Assistance,Disabled,Non-compliant
WIN-81033,Windows,Ensure Windows Defender Antivirus is Enabled,Enabled,Non-compliant
WIN-81033,Windows,Disable Windows Remote Management (WinRM),Disabled,Non-compliant
WIN-31843,Windows,Disable SMB Signing Not Required,Enabled,Non-compliant
WIN-31843,Windows,Enable Windows Update Auto Download & Install,Enabled,Non-compliant
WIN-31843,Windows,Restrict Software Installation to Admins,Enabled,Non-compliant
WIN-31843,Windows,Enable Security Baseline for Windows 11,Enabled,Non-compliant
WIN-11496,Windows,Configure Account Lockout Policy,"Lockout threshold 10, duration 15 min",Non-compliant
WIN-11496,Windows,Disable SMBv1 Protocol,Disabled,Non-compliant
WIN-11496,Windows,Enforce Password Complexity,Enabled (Complex password),Non-compliant
WIN-11496,Windows,Disable Windows Script Host,Disabled,Non-compliant
WIN-11496,Windows,Enable Audit of Privilege Use,Enabled,Non-compliant
WIN-28359,Windows,Enable Windows Defender Exploit Guard,Enabled,Non-compliant
WIN-28359,Windows,Disable Guest Account,Disabled,Non-compliant
WIN-28359,Windows,Enable Security Baseline for Windows 11,Enabled,Non-compliant
WIN-92497,Windows,Enable Windows Defender Firewall,Enabled (All profiles),Non-compliant
WIN-92497,Windows,Enable BitLocker Drive Encryption,Enabled,Non-compliant
WIN-44465,Windows,Disable SMB Signing Not Required,Enabled,Non-compliant
WIN-44465,Windows,Enable Microsoft Defender Application Guard,Enabled,Non-compliant
WIN-72056,Windows,Enforce MFA for User Sign-in,Enforced,Non-compliant
WIN-72056,Windows,Disable SMBv1 Protocol,Disabled,Non-compliant
WIN-72056,Windows,Enforce Password Complexity,Enabled (Complex password),Non-compliant
WIN-66951,Windows,Enable Windows Defender Firewall,Enabled (All profiles),Non-compliant
WIN-66951,Windows,Disable Local Administrator Account,Disabled,Non-compliant
WIN-66951,Windows,Enable Controlled Folder Access,Enabled,Non-compliant
WIN-66951,Windows,Disable AutoPlay for all drives,Disabled,Non-compliant
WIN-66951,Windows,Enable Windows Update Auto Download & Install,Enabled,Non-compliant
WIN-66951,Windows,Disable LM & NTLM v1 Authentication,Disabled,Non-compliant
WIN-66951,Windows,Enable Windows Defender Network Protection,Enabled,Non-compliant
WIN-21496,Windows,Enforce Password Complexity,Enabled (Complex password),Non-compliant
WIN-21496,Windows,Enable Windows Defender Exploit Guard,Enabled,Non-compliant
WIN-21496,Windows,Restrict Software Installation to Admins,Enabled,Non-compliant
WIN-21496,Windows,Disable Windows Remote Management (WinRM),Disabled,Non-compliant
WIN-21496,Windows,Enable Windows Defender Application Control,Enabled,Non-compliant
WIN-21496,Windows,Disable Windows Remote Assistance,Disabled,Non-compliant
WIN-18592,Windows,Enable BitLocker Drive Encryption,Enabled,Non-compliant
WIN-18592,Windows,Disable Windows Script Host,Disabled,Non-compliant
WIN-18592,Windows,Disable SMB Signing Not Required,Enabled,Non-compliant
WIN-18592,Windows,"Disable Legacy Protocols (NTLM v1, etc.)",Disabled,Non-compliant
WIN-18592,Windows,Enable Microsoft Defender Application Guard,Enabled,Non-compliant
WIN-29008,Windows,Enforce MFA for User Sign-in,Enforced,Non-compliant
WIN-29008,Windows,Enable BitLocker Drive Encryption,Enabled,Non-compliant
WIN-29008,Windows,Enable Windows Defender SmartScreen,Enabled,Non-compliant
WIN-81985,Windows,Disable Local Administrator Account,Disabled,Non-compliant
WIN-81985,Windows,Disable Windows Remote Management (WinRM),Disabled,Non-compliant
WIN-23128,Windows,Disable Local Administrator Account,Disabled,Non-compliant
WIN-23128,Windows,Restrict Software Installation to Admins,Enabled,Non-compliant
WIN-23128,Windows,Enable Audit of Privilege Use,Enabled,Non-compliant
WIN-23128,Windows,Enable Microsoft Defender Application Guard,Enabled,Non-compliant
WIN-54644,Windows,Disable Local Administrator Account,Disabled,Non-compliant
WIN-54644,Windows,Disable Remote Desktop for Non-Admins,Disabled or restricted,Non-compliant
WIN-54644,Windows,Enable Microsoft Defender Application Guard,Enabled,Non-compliant
WIN-54644,Windows,Disable Windows SMBv3 Compression,Disabled,Non-compliant
WIN-10387,Windows,Enable Windows Defender Firewall,Enabled (All profiles),Non-compliant
WIN-10387,Windows,Configure Account Lockout Policy,"Lockout threshold 10, duration 15 min",Non-compliant
WIN-10387,Windows,Enable Windows Defender SmartScreen,Enabled,Non-compliant
WIN-10387,Windows,Disable Guest Account,Disabled,Non-compliant
WIN-10387,Windows,Disable Remote Desktop for Non-Admins,Disabled or restricted,Non-compliant
WIN-33874,Windows,Enable Controlled Folder Access,Enabled,Non-compliant
WIN-33874,Windows,Enable Windows Update Auto Download & Install,Enabled,Non-compliant
WIN-33874,Windows,Disable Remote Desktop for Non-Admins,Disabled or restricted,Non-compliant
WIN-33874,Windows,Enable Audit of Privilege Use,Enabled,Non-compliant
WIN-33874,Windows,Disable Windows Remote Management (WinRM),Disabled,Non-compliant
WIN-33874,Windows,Disable Windows Telemetry,Disabled or minimized,Non-compliant
WIN-99556,Windows,Configure Account Lockout Policy,"Lockout threshold 10, duration 15 min",Non-compliant
WIN-45010,Windows,Ensure Windows Defender Antivirus is Enabled,Enabled,Non-compliant
WIN-45010,Windows,Disable SMBv1 Protocol,Disabled,Non-compliant
WIN-45010,Windows,Disable SMB Signing Not Required,Enabled,Non-compliant
WIN-45010,Windows,Restrict Software Installation to Admins,Enabled,Non-compliant
WIN-45010,Windows,Enable Security Baseline for Windows 11,Enabled,Non-compliant
WIN-47570,Windows,Enforce MFA for User Sign-in,Enforced,Non-compliant
WIN-47570,Windows,Disable Local Administrator Account,Disabled,Non-compliant
WIN-47570,Windows,Enable Windows Defender SmartScreen,Enabled,Non-compliant
WIN-47570,Windows,Disable SMB Signing Not Required,Enabled,Non-compliant
WIN-47570,Windows,Enable Windows Update Auto Download & Install,Enabled,Non-compliant
WIN-47570,Windows,Disable LM & NTLM v1 Authentication,Disabled,Non-compliant
WIN-47570,Windows,Disable Windows Remote Management (WinRM),Disabled,Non-compliant
WIN-47570,Windows,Enable Security Baseline for Windows 11,Enabled,Non-compliant
WIN-47662,Windows,Disable AutoPlay for all drives,Disabled,Non-compliant
WIN-73125,Windows,Enable Security Auditing,Enabled,Non-compliant
WIN-73125,Windows,Enable Windows Defender Credential Guard,Enabled,Non-compliant
WIN-73125,Windows,Disable Windows Remote Management (WinRM),Disabled,Non-compliant
WIN-91890,Windows,Configure Account Lockout Policy,"Lockout threshold 10, duration 15 min",Non-compliant
WIN-91890,Windows,Enable Windows Defender SmartScreen,Enabled,Non-compliant
WIN-91890,Windows,Disable Guest Account,Disabled,Non-compliant
WIN-91890,Windows,Disable LM & NTLM v1 Authentication,Disabled,Non-compliant
WIN-91890,Windows,Disable Windows Telemetry,Disabled or minimized,Non-compliant
WIN-91890,Windows,Enable Microsoft Defender Application Guard,Enabled,Non-compliant
WIN-91890,Windows,Enable Windows Defender Application Control,Enabled,Non-compliant
WIN-31410,Windows,Enable Windows Defender Firewall,Enabled (All profiles),Non-compliant
WIN-31410,Windows,Disable SMBv1 Protocol,Disabled,Non-compliant
WIN-31410,Windows,Enforce Password Complexity,Enabled (Complex password),Non-compliant
WIN-31410,Windows,Enable Controlled Folder Access,Enabled,Non-compliant
WIN-31410,Windows,Restrict Software Installation to Admins,Enabled,Non-compliant
WIN-31410,Windows,Enable Microsoft Defender Application Guard,Enabled,Non-compliant
WIN-70864,Windows,Configure Account Lockout Policy,"Lockout threshold 10, duration 15 min",Non-compliant
WIN-70864,Windows,Enable BitLocker Drive Encryption,Enabled,Non-compliant
WIN-70864,Windows,Enforce Password Complexity,Enabled (Complex password),Non-compliant
WIN-70864,Windows,Disable SMB Signing Not Required,Enabled,Non-compliant
WIN-70864,Windows,Disable Windows Remote Management (WinRM),Disabled,Non-compliant
WIN-62641,Windows,Enable Windows Defender Firewall,Enabled (All profiles),Non-compliant
WIN-62641,Windows,Enable Microsoft Defender Application Guard,Enabled,Non-compliant
WIN-99063,Windows,Disable Local Administrator Account,Disabled,Non-compliant
WIN-99063,Windows,Enable Controlled Folder Access,Enabled,Non-compliant
WIN-99063,Windows,Enable Windows Defender Exploit Guard,Enabled,Non-compliant
WIN-99063,Windows,Disable AutoPlay for all drives,Disabled,Non-compliant
WIN-99063,Windows,Disable Guest Account,Disabled,Non-compliant
WIN-99063,Windows,Disable Windows Telemetry,Disabled or minimized,Non-compliant
WIN-99063,Windows,Disable Windows SMBv3 Compression,Disabled,Non-compliant
WIN-99063,Windows,Enable Security Baseline for Windows 11,Enabled,Non-compliant
WIN-83648,Windows,Disable Guest Account,Disabled,Non-compliant
WIN-83648,Windows,Disable Windows Telemetry,Disabled or minimized,Non-compliant
WIN-83648,Windows,Enable Security Baseline for Windows 11,Enabled,Non-compliant
WIN-51856,Windows,Enable Windows Defender Firewall,Enabled (All profiles),Non-compliant
WIN-51856,Windows,"Disable Legacy Protocols (NTLM v1, etc.)",Disabled,Non-compliant
WIN-14992,Windows,Enable BitLocker Drive Encryption,Enabled,Non-compliant
WIN-14992,Windows,Disable Local Administrator Account,Disabled,Non-compliant
WIN-14992,Windows,Enable Windows Defender Exploit Guard,Enabled,Non-compliant
WIN-14992,Windows,Disable SMB Direct,Disabled,Non-compliant
WIN-14992,Windows,Disable Windows Telemetry,Disabled or minimized,Non-compliant
WIN-61443,Windows,Ensure Windows Defender Antivirus is Enabled,Enabled,Non-compliant
WIN-61443,Windows,Enforce MFA for User Sign-in,Enforced,Non-compliant
WIN-61443,Windows,Disable Local Administrator Account,Disabled,Non-compliant
WIN-61443,Windows,Disable Windows Script Host,Disabled,Non-compliant
WIN-61443,Windows,Disable Guest Account,Disabled,Non-compliant
WIN-61443,Windows,Disable Remote Desktop for Non-Admins,Disabled or restricted,Non-compliant
WIN-61443,Windows,Enable Windows Defender Application Control,Enabled,Non-compliant
WIN-16390,Windows,Disable AutoPlay for all drives,Disabled,Non-compliant
WIN-41100,Windows,Ensure Windows Defender Antivirus is Enabled,Enabled,Non-compliant
WIN-41100,Windows,Enforce MFA for User Sign-in,Enforced,Non-compliant
WIN-41100,Windows,Disable Local Administrator Account,Disabled,Non-compliant
WIN-41100,Windows,Disable Remote Desktop for Non-Admins,Disabled or restricted,Non-compliant
WIN-41100,Windows,Enable Security Baseline for Windows 11,Enabled,Non-compliant
WIN-89075,Windows,Ensure Windows Defender Antivirus is Enabled,Enabled,Non-compliant
WIN-89075,Windows,Disable SMBv1 Protocol,Disabled,Non-compliant
WIN-89075,Windows,Disable Local Administrator Account,Disabled,Non-compliant
WIN-89075,Windows,Disable Windows Script Host,Disabled,Non-compliant
WIN-70316,Windows,Enable Windows Defender Exploit Guard,Enabled,Non-compliant
WIN-70316,Windows,Restrict Software Installation to Admins,Enabled,Non-compliant
WIN-80836,Windows,Disable Local Administrator Account,Disabled,Non-compliant
WIN-80836,Windows,Enable Windows Defender SmartScreen,Enabled,Non-compliant
WIN-80836,Windows,Restrict Software Installation to Admins,Enabled,Non-compliant
WIN-80836,Windows,Disable Windows SMBv3 Compression,Disabled,Non-compliant
WIN-80836,Windows,Enable Security Baseline for Windows 11,Enabled,Non-compliant
WIN-85106,Windows,Disable Windows Script Host,Disabled,Non-compliant
WIN-85106,Windows,Enable Windows Update Auto Download & Install,Enabled,Non-compliant
WIN-85106,Windows,Disable Remote Desktop for Non-Admins,Disabled or restricted,Non-compliant
WIN-69959,Windows,Enable Windows Defender Firewall,Enabled (All profiles),Non-compliant
WIN-69959,Windows,Enforce MFA for User Sign-in,Enforced,Non-compliant
WIN-69959,Windows,Enable Windows Defender Exploit Guard,Enabled,Non-compliant
WIN-69959,Windows,Restrict Software Installation to Admins,Enabled,Non-compliant
WIN-47082,Windows,Disable Windows Script Host,Disabled,Non-compliant
WIN-47082,Windows,Enable Windows Update Auto Download & Install,Enabled,Non-compliant
WIN-47082,Windows,Enable Security Baseline for Windows 11,Enabled,Non-compliant
WIN-67136,Windows,Disable Local Administrator Account,Disabled,Non-compliant
WIN-67136,Windows,Disable Remote Desktop for Non-Admins,Disabled or restricted,Non-compliant
WIN-67136,Windows,Disable Windows Remote Management (WinRM),Disabled,Non-compliant
WIN-67136,Windows,"Disable Legacy Protocols (NTLM v1, etc.)",Disabled,Non-compliant
WIN-44696,Windows,Disable SMBv1 Protocol,Disabled,Non-compliant
WIN-44696,Windows,Disable Local Administrator Account,Disabled,Non-compliant
WIN-44696,Windows,Enable Windows Defender Credential Guard,Enabled,Non-compliant
WIN-44696,Windows,Enable Audit of Privilege Use,Enabled,Non-compliant
WIN-96694,Windows,Enable Windows Defender Firewall,Enabled (All profiles),Non-compliant
WIN-96694,Windows,Disable Local Administrator Account,Disabled,Non-compliant
WIN-96694,Windows,Enforce Password Complexity,Enabled (Complex password),Non-compliant
WIN-96694,Windows,Enable Controlled Folder Access,Enabled,Non-compliant
WIN-96694,Windows,Disable Windows Script Host,Disabled,Non-compliant
WIN-96694,Windows,Disable Windows Telemetry,Disabled or minimized,Non-compliant
WIN-81041,Windows,Enforce Password Complexity,Enabled (Complex password),Non-compliant
WIN-81041,Windows,Enable Controlled Folder Access,Enabled,Non-compliant
WIN-81041,Windows,Disable Remote Desktop for Non-Admins,Disabled or restricted,Non-compliant
WIN-81041,Windows,Enable Microsoft Defender Application Guard,Enabled,Non-compliant
WIN-30003,Windows,Enable Controlled Folder Access,Enabled,Non-compliant
WIN-27919,Windows,Ensure Windows Defender Antivirus is Enabled,Enabled,Non-compliant
WIN-27919,Windows,Enable Windows Defender Firewall,Enabled (All profiles),Non-compliant
WIN-27919,Windows,Enable Windows Defender Exploit Guard,Enabled,Non-compliant
WIN-27919,Windows,Disable Windows Script Host,Disabled,Non-compliant
WIN-27919,Windows,Disable AutoPlay for all drives,Disabled,Non-compliant
WIN-27919,Windows,Disable Windows Remote Management (WinRM),Disabled,Non-compliant
WIN-27919,Windows,Enable Windows Defender Network Protection,Enabled,Non-compliant
WIN-67791,Windows,Disable SMB Signing Not Required,Enabled,Non-compliant
WIN-67791,Windows,Restrict Software Installation to Admins,Enabled,Non-compliant
WIN-67791,Windows,Disable SMB Direct,Disabled,Non-compliant
WIN-67791,Windows,Enable Windows Defender Credential Guard,Enabled,Non-compliant
WIN-67791,Windows,"Disable Legacy Protocols (NTLM v1, etc.)",Disabled,Non-compliant
WIN-67791,Windows,Enable Windows Defender Application Control,Enabled,Non-compliant
WIN-56562,Windows,Disable SMB Signing Not Required,Enabled,Non-compliant
WIN-56562,Windows,"Disable Legacy Protocols (NTLM v1, etc.)",Disabled,Non-compliant
WIN-56562,Windows,Enable Windows Defender Network Protection,Enabled,Non-compliant
WIN-37878,Windows,Enable Controlled Folder Access,Enabled,Non-compliant
WIN-37878,Windows,Disable Windows Script Host,Disabled,Non-compliant
WIN-37878,Windows,Disable SMB Signing Not Required,Enabled,Non-compliant
WIN-37878,Windows,Enable Security Auditing,Enabled,Non-compliant
WIN-37878,Windows,Enable Audit of Privilege Use,Enabled,Non-compliant
WIN-37878,Windows,Disable Windows Telemetry,Disabled or minimized,Non-compliant
WIN-37878,Windows,Enable Windows Defender Network Protection,Enabled,Non-compliant
WIN-37878,Windows,Disable Windows Remote Assistance,Disabled,Non-compliant
WIN-11084,Windows,Enable Windows Update Auto Download & Install,Enabled,Non-compliant
WIN-11084,Windows,Disable Windows Remote Assistance,Disabled,Non-compliant
WIN-94587,Windows,Disable SMBv1 Protocol,Disabled,Non-compliant
WIN-36613,Windows,Enforce MFA for User Sign-in,Enforced,Non-compliant
WIN-36613,Windows,Restrict Software Installation to Admins,Enabled,Non-compliant
WIN-36613,Windows,Disable Remote Desktop for Non-Admins,Disabled or restricted,Non-compliant
WIN-36613,Windows,"Disable Legacy Protocols (NTLM v1, etc.)",Disabled,Non-compliant
WIN-36613,Windows,Disable Windows SMBv3 Compression,Disabled,Non-compliant
WIN-97951,Windows,Enable Windows Defender SmartScreen,Enabled,Non-compliant
WIN-97951,Windows,Enable Windows Defender Credential Guard,Enabled,Non-compliant
